part	new_id	question	answer
test	456	What is the full name of the commander with the reinforcements that was regarded as one of the most renowned naval tacticians of all time?	
test	457	What is the scientific name of the specific mollusk species that are the primary food of the limpkin and the endangered snail kite?	
test	458	What is the first name of the person who was highly influential on later painters?	
test	459	What is the name of the person that claimed that the staging is definitive and sacrosanct?	
test	460	"What forms when geothermally heated water is emitted from deep sea hydrothermal vents known as ""black smokers""?"	
test	461	What is the name of the object raised by Brig. Gen. P.G.T. Beauregard?	
test	462	Who is the brother of the mutated wizard?	
test	463	What is the first name of the person who started their own sausage factory?	
test	464	What was the name of the best received 1971 non-studio album by the man that asked Nixon for a Bureau of Narcotics and Dangerous Drugs badge?	
test	465	What is the last name of the person who was offered a post in the London Philharmonic Orchestra?	
test	466	Who is seeking revenge?	
test	467	Who became influential members of the Sydney Art Group?	
test	468	What is the name of the city that celebrated its rebirth at the Panama-Pacific International Exposition in 1915?	
test	469	What is the first name of the person who auctioned the paintings at Christie's?	
test	470	What is the name of the person that was trusted by most of the princes?	
test	471	What are the full names of the two people specifically named that Loki enslaves?	
test	472	What is the full name of the place built to grind corn?	
test	473	Who live's in Sharon basement?	
test	474	What is the full name of the character that runs from Witch Hazel?	
test	475	What band's frontman left?	
test	476	What band asked the band who released an album called Last Splash to open for them in September?	
test	477	Who executes the legislative agenda?	
test	478	What is the full birth name of the character who develops tuberculosis?	
test	479	Whose car was nicknamed Jam Roll?	
test	480	What is the name of the person Sadie informs she will be donating her egg during Thanksgiving?	
test	481	What is the full name of the person who grows to enjoy spending time in the choir?	
test	482	What is the first name of the person McVeigh approached and asked to assist with the project?	
test	483	What is the first name of the person that was taught music from Rose?	
test	484	Who makes a law that threatens Tessibel's livelihood?	
test	485	What is the last name of the person who critiqued Wheeler's selective excavation, dubious dating, and guesswork?	
test	486	What is the name of Eloise Larkin's son?	
test	487	What does the nickname for the trade of the man searching for gold actually refer to?	
test	488	What two groups of goldcrest taxa are found on the Atlantic Islands of Macaronesia?	
test	489	Who does the former straight-A student bond with?	
test	490	What is the first name of the person who expressed opinions on censorship when he appeared on CNN's Crossfire TV series?	
test	491	Who does not believe in suffering the troubles of life to reach paradise?	
test	492	Who buys the plane tickets for Paris so they can check up on Jo?	
test	493	What is the first name of the person who lacks self-assurance?	
test	494	What is the full name of the person that Grainger was presented to?	
test	495	What is the second most common occupation group for residents of the village that mostly commutes to London?	
test	496	What is the first name of the person who was asked to nominate a Canadian member of the Combined Policy Committee?	
test	497	Who is the most influential girl in school's best friend?	
test	498	Number Seven Boat Trips operates water transport in what city?	
test	499	What are the names of the people who observed Miss Price attempting to fly on a broomstick?	
